id	author_id	base_language	text	posted_time_in_years
9797	5326	hin	sir west bangal, karnataka, kerala, punjab, ke daliton ko bhi  ekad free land dilwani hai. wahan kab andolan karna hai please batao main bhi join karunag ya wahan bjp ki government nahi hai to wahan nahi karoge andolan	2017
9924	5326	hin	sir kash aapne muzaffarnagar ke dange waqt aaply kiya hota sir ab to aapke pass sab kuch hai chalo ab desh ke liye kuch karte hain sir main yadav hun but mujhe aapki ye cast politics mujhe pasanad nahi	2018
10581	5326	hin	abe bhai kitna girega apne swarth main sab kuch to hai tere pass ab bina swarth ke desh ke liye bhi soch le kuch tu vahi hai na jisne vajpai ji ki government girvai thi ab bata mamata se kya deal he teri	2018
9809	4219	hin	bhai judiciary and legistaure are two different thing... legistaure has no rights to intervene in judicial system so bhai court ke judgment me government kya kar sakti... haa iske baad sarkar unlg ko saja dilwane high court ni jaati tab galat hoga	2017
9832	4219	hin	tum cd banao bhai.... kaha politics kar rhe	2017
9845	4219	hin	halwa hai kya jo kulbhusan ji ko wapas le aao aaplg bol dete ho.... government doing his best... practical socho	2017
9870	4219	hin	chor chor mausere bhai.... waah re politics  ko obc reservation chahiye  ko patel.... desh gya bhaad me.... sharm karo	2017
9892	4219	hin	bhai tereko din bhar modi ji...ke baare me bakne ke siwa koi kaam ni..... mla ban gaye ho kaam karo... cheap politics nii	2018
10016	4219	hin	kya baat hai sir.... now u doing good politics	2018
10992	4219	hin	not maa mati maush.... your government just for muslims..	2018
14391	4219	hin	din bhar jaat paat...are sharm kijiye desh moon pe ja rha.....cheap politics	2019
14390	4219	hin	ye rti waale mile hue hai ji.....mai batata hu delhi me sab ko government job mil gayi hai ji...koi berojgaar ni hai....sab modi ki saajish hai...media waale bhi mile hue hai  	2019
19103	1726	hin	takes some courage to protest against own government.. hence we will never let anyone from gandhi family to be pm, varna ye khud h pm k kilaf morcha khol lenge	2020
11433	1726	hin	bollywood has such ppl desh bik jayega chalega but agenda uncha rahe hamara... fame fame money nothing else... unfortunately we r tolerant nation	2018
9818	630	hin	bik gayi hai ye gormint.	2017
11393	630	hin	arre sirji kab tak twitter pe rote rahoge. why don't you make things public and name&amp;shame those crooks in your party and government ? if u can't, then shut up	2018
9989	3727	hin	कुछ ना सही तो कुछ तो किया । प्रधानमंत्री ने जिस गाँव को गोद लिया है वहाँ पे  toilet और क़रीब  handpump लगे । आपकी government की तरह nikme तो नहीं बैठे ना ।	2018
9988	3727	hin	bachho ne jaan diya hai apko srif  ho dikhate hain pure up ki baat karo ....jho paisa up government ko mila hai vo kaisa kharch hoga ..sabki sarkar eak hi bichar...	2018
9983	3727	hin	yaha pe tho yaisi politics kheli jati hai ki  cr ka ghotala karke  year ki bas jel upper se vo raaj neta .....	2018
12651	2814	hin	bhai bano na, jumla mat do.....we are waiting for this to happen but you are just doing politics and nothing else.who has stopped bjp from bringing ordinance in parliament. sall i remind you that bjp is in majority.  via	2018
9824	2552	hin	hanji books do tell v r a democracy, but looking at the system prevailing in d country it's king or his sycophants who rule practically in all walk of life be it politics, business, beurocracy etc... connection नहीं तो जिंदगी लगभग नरक जैसी....	2017
17069	2552	hin	is this happening for the first time... salman rushdie, deepika padukone etc etc... the list is long n unending ...	2020
17297	5303	hin	this is why congress is where it is...bloody you people will do politics even over dead body...nehru ne ehsaan nahin kara...saal mein ji honatha wo nahin hua...now get lost and let people deal with this challenge	2020
20516	5451	hin	pm modi thanks assam on btc poll results, says 'nda is committed to serving northeast'  via namo app	2020
21688	5451	hin	proved one  dialogue right तेरी कह के लुंगा	2021
12758	3850	hin	hal is not broke. it is a cash-flow issue as news says that indian defence establishment owes more than ₹  crs to hal. once it is paid it will require no rescue. public figures like you shd give correct picture to us people. everything is not politics.	2019
17437	3850	hin	we have a saying in marathi: अति शहाणा, त्याचा बैल रिकामा. this applies to all those who think they know everything about everything. politics, science, history, economics, medicine( incl economic models without any parameters fixed), management, psychology, religion, culture....	2020
18062	3157	hin	खिस्यानी बिल्ली खम्बा नोचे @  nothing to do with presidents rule over maharastra episode -  current government doing best under prevailing conditions without support .	2020
15669	3157	hin	hera pheri इस main root cause of bursting banks सब गोल माल है  bollywood  gives  ideas and we innocent people blame honourable govt.	2019
9901	5783	hin	‘सिंघम ’ की तैयारी में रोहित शेट्टी, फिर से सुनाई देगी &amp;;बाजीराव सिंघम&amp;; की दहाड़	2018
11906	5783	hin	first time bollywood actor na  apne fan ki post ki hai you are hard  fan	2018
11487	3627	hin	ye government karti kya hai??	2018
15814	3627	hin	सही बोल रहा है! खेर मैं बता देता हूँ। मुस्लिम वोट चाइए अगले  के लिए। क्यूँकि मुस्लिम िवसेना से डरता है।  ऐसा गणित मालूम होता है और क्या है? . महीने सरकार गिर सकती है? central government is awared of this.	2019
16085	3627	hin	jab   ki government aati hai to police  kaam karti hai sahi hai na ??  police ko power dena galat hai shri  and smt  ji, they manipulate investigations every single time.   next  change this style give power to	2019
19128	3627	hin	kya khoob pakde ho? shri   getting it right??   the new politics revolution is about arrived?	2020
20932	3627	hin	hahahaha! if government will be change then biggest bogus scam will be coming out soon,     you are only one can do. bhai ban jaldi is desh ka pm	2021
9865	5740	hin	madam hindu ki bahut si maa bahne baithi hain unke bare men kaun vichaar karega   ? kia christians karenge ya yahoodi ya america wale nahi  to phir hindustan ko aur government ko iska kuch sujhaao dena chahiye agar sach hai to retweet karna	2017
13243	5740	hin	madam jaanch hogi to na  aur aap log opposition men hai government par pressure dalo	2019
14595	5740	hin	chooran diya   sirf jumlon ki barsat hui hai  madhoshi ki halat men hain indian government bold decision	2019
16773	5740	hin	sir ji yeh sab golamal jholjhal hai dirty politics hai	2020
14606	5740	hin	assalam walekum salman bhai    bhai is very ne kitni mehnat se apki tasveer banai hai  iski madad karo	2019
10082	3932	hin	bhai kbhi kbhi intellectual debate rakh lia kr mt bato samaj ko apna debate  hours chalne k liye keval ldate ho logo ko studio me ur log  usi k nate society me ldte h ab me intzar kr rha hu ki amish me aukat h government se ques.krne k unemployment pr	2018
10203	3932	hin	both youths &amp; farmers have supported  ji with so much hope. i'm huge  supporter of   bze i have so much respect as i grown in this environment, that's why i support , i support posititivty of government but  &amp;  real issues h .	2018
12110	4923	hin	सदर बाजार रानी झाँसी फ़्लाइ ओवर आज से जनता को समर्पित ! i'm glad that bjp government give us rani jhansi flyover &amp; special thanks to jai parkash jp ji (councillor sardar bajar) in under your supervision work done so soon.	2018
13386	2466	hin	kuch politics :	2019
15102	2466	hin	i know whole politics between shiv sena n bjp. sab mile hue hai.	2019
16024	2466	hin	main bhi chowkidar !!!      very shameful. no current government is taking seriously. we are not happy with nda govt. next time no vote.	2019
9881	2943	hin	was the year bjp erased the line between fringe and mainstream hindutva  via	2017
13638	757	hin	all those bollywood fantasies but kambakht kamar dard beech mein aa jata hai!        adityaroykapur  anytime…	2019
13732	757	hin	aaj raat dil tham ke baithiye kyuki sama ko rangeen banane aa rahi hain husn ki malika rekha. watch the queen of bollywood at  p.m. live colors tv.   …	2019
14926	757	hin	salman ka joh hai sabse bada fan, kyun hai uss par aakhir baaveer ki nazar?  kaun ho sakta hai woh? bataiye humein comments mein aur miliye uss se  mein, jald hi, sirf sony sab par. …	2019
22181	757	hin	aisa kya kaha bollywood diva tabu ne, ki life mein kabhi na rukne waale  a.k.a sanju baba bhi ruk gaye ? dekhiye , sat-sun,  pm, sirf  par.	2021
22194	757	hin	bollywood ki do queens  aur  aaye aamne saamne, ab hogi comedy ke manch par hasi ke dhamake. kya aap tayyar hai? toh dekhiye , sat-sun,  pm, sirf  par.	2021
22229	757	hin	iss hafte comedy aur entertainment ka tadka lagega bharpoor, jab ek saath aayenge bollywood ke raja babu yaani  aur unka nandu yaani  . dekhiye , sat-sun,  pm, sirf  par.	2021
22234	757	hin	comedy ka manch laaya ek anokha mauka  saal baad, jab  ne lagaya dance ka tadka bollywood ke hero no.   ke saath . dekhiye , sat-sun,  pm, sirf  par.	2021
22248	757	hin	milega % entertainment, jab bollywood ke raja babu  ke suron se sajega comedy ka manch. dekhiye , sat-sun,  pm, sirf  par.	2021
22260	757	hin	jab bigg loss ke ghar mein ek saath pahunchenge bollywood ke celebrities, toh aapke ghar pahunchegi zabardast comedy .  dekhiye , sat-sun,  pm, sirf  par.	2021
8979	4382	hin	khilaḍi ’s toilet: ek prem katha pockets a superb deal of rs  crore! 	2017
9466	4382	hin	. &amp; his gf,  nail the latkas &amp; jhatkas to the perfection in their latest insta video! 	2017
9853	4382	hin	mumbai: inside pics from the gala nite! 	2017
5013	1444	hin	jisne bollywood ko achhe movie diye,usko kabhi award nahi mila.  deserved it, isn't it?nimrat kaur	2016
9789	5973	hin	india mei kuch bi kaise bi marketing karte hai ye firang log.   p. s - i like dvlm but this is heights and there is not even a single rumour about their bollywood project. just for dj mag they doing this with a picture along with the bollywood superstar salman khan .  wow	2017
18457	5973	hin	har vivek oberoi ke liye ek salman khan zaroor hota hain!  har tiktoker ke liye ek...	2020
9916	6057	hin	agar government k oppose me hurryat leaders ko support mil sakta hai to deshdroh k aaropi ko sir pe chadha lene me kya buraai hai?	2018
11132	6057	hin	jinke blood me gaddari hai wo shanti ka path nahi apna sakte , aur laat k bhoot baaton se nahi maante,  baat aur jo leaders iske khilaaf hon unki security return le lo  saal k liye tab malum padega ki wo bill me se kaise politics karte hain?	2018
14990	6057	hin	q ki politics me rs seat nahi mila aur dana pani chalane k liye haddi paane k liye	2019
15390	6057	hin	yahi to aapko vote dilayega . ye opportunity hai aapke liye. kuchh kar nahi sakte centre me government ho k to q party banaye ho .?	2019
15494	6057	hin	i used to be a collector before nda government.	2019
15228	6057	hin	salman khurshid ne national mother announcement kiya tha	2019
9998	1247	hin	they believe the cong bcoz unhone indira aur rajiv ka namak khaya hai. they are forever indebted to nehru family. don't believe in merit, only trust dynasty politics. that is how they have been benefited.	2018
2107	4644	hin	"meanwhile, alia bhatt called salman khan nd said, ""yeh sohail khan pakistan me se kyu khela ?.."" "	2015
3648	4644	hin	bajarangi bhaijaan   nd  time v rula diya 	2015
9918	5652	hin	ha sala hum tho atangwadi h or yeh tho bade desh ki sainik h	2018
11117	5652	hin	bjp walo ko sub unke jaise chu he lagte h kya ? politics se  glamour lekar kam hogya kya jo ab cricket n bollywood ka sahara le rahe ho basterds	2018
11117	5652	hin	bjp walo ko sub unke jaise chu he lagte h kya ? politics se  glamour lekar kam hogya kya jo ab cricket n bollywood ka sahara le rahe ho basterds	2018
12948	5652	hin	dabang jaisa or kick jaisa or tiger zinda h jaisa or wanted jaisa or bajrangi bhaijaan jaisa	2019
10144	4685	hin	राज्यपाल राम नाईक बोले- up के लिए कलंक है कासगंज की घटना, कड़े कदम उठाए सरकार  महामहिम जी  कलंक बता कर के काम ख़त्म ! कार्यवाही करिये !! ा_आतंकवाद_kashganj	2018
10143	4685	hin	राज्यपाल राम नाईक बोले- up के लिए कलंक है कासगंज की घटना, कड़े कदम उठाए सरकार  महामहिम जी  कलंक बता कर के काम ख़त्म ! कार्यवाही करिये !! ा_आतंकवाद	2018
10142	4685	hin	राज्यपाल राम नाईक बोले- up के लिए कलंक है कासगंज की घटना, कड़े कदम उठाए सरकार  महामहिम जी  कलंक बता कर के काम ख़त्म ! कार्यवाही करिये !! ा_आतंकवाद	2018
10141	4685	hin	राज्यपाल राम नाईक बोले- up के लिए कलंक है कासगंज की घटना, कड़े कदम उठाए सरकार  महामहिम जी  कलंक बता कर के काम ख़त्म ! कार्यवाही करिये !! ा_आतंकवाद	2018
9912	3115	hin	mam aap abb politics chhod modeling join kar lo.	2018
9911	5993	hin	nahi sir bjp government koi aapke kisi kaam me interface nahi karti aap sabse pehle apne kaam karna ka tarika badliye. aaj delhi ki dtc service bilkul kaam ki nahi hai, e-riksha &amp; auto walo ne pure road par kabja kar rakha hai.	2018
10805	5993	hin	ragini ji jaroorat hai sabhi ko ek saath rehne ki, yaad hai  ka nirbhaya case, jisne pure desh ko hila kar rakh diya tha, us samay aapki congress government thi satta me, phir bhi aapki government ne sakht kanoon nahi banaya, kya yeh aapki government ke naakamaybi nahi hai.	2018
10804	5993	hin	sahi kaha mla saurabh, yehi jimedaari delhi government aap ki bhi banti hai, aap ke raaj me gunda pure charam per hai, aapki government gunda gardi ko pura badava de rahi hai, delhi ki jyadakar janta aap government se paresaan hai, delhi ki transport dtc ke haalat badtar ho gayi	2018
10813	5993	hin	in sab ghatnao ke liye bjp government jimmedaar nahi hai, iske jimmedaar vo log hai, jinki maansikta kharab hai, jinka jameer insaan puri tarah se mar chuka hai, agar hum kahe to cong party sabse jyada jimmedaar hai in ghatnao ke liye kyoki cong ne kabhi kade kanoon nahi banaya.	2018
11116	5993	hin	aap ko vote denge to hamare saath bilkul gulaam jaisa khel khela jayega aap govt. delhi walo or khaskar middle class logo ke liye kuch nahi kar rahi hai. aap bhi congress, sp, bsp, tmc jaisi politics kar rahi hai, delhi transport aap ke haath me hai phir bhi dtc deptt bimar hai	2018
11231	5993	hin	ki modi ji or bjp kejriwal or aap party ko kaam nahi karne dete, yeh kejriwal or aap govt ki vifalta hai ki aap govt. sirf or sirf bolne ki politics karti hai na ki kaam karne ki. yahi haal kejriwal and aap party ne dtc dept. ka kiya hai jo transport delhi walo ke liye tha us dtc	2018
11312	5993	hin	goongi behri bjp govt nahi balki aam adami party hai jisne delhi ko barbaad kar diya hai or ab sapna dekh rahi hai or rajya me jeetne ka kejriwal and party gunda gardi ki politics karti hai communal politics karti hai yahi hai kejriwal and party ka asli chehra kuch to sharam karo	2018
11380	5993	hin	rahul gandhi ko pata hai ki muslim community ki vajay se hi vo election me jeet haasil kar sakte hai or isliye congress party ka hameshaa muslim community ko pura sahyog diya hai. rahul gandhi jaisa pm agar desh me ban gaya to phir se hinduo ke saath tushtikaran ki politics hogi	2018
11486	5993	hin	kya paaswan jaise log sc/st act ka sahara lekar general category walo logo ke saath ananya nahi kar rahe. jaroorat hai ki qualifications, capabilities ke aadhar per yuva ko nokri ka moka mile na ki jaati ke aadhar per. modi government ko paswan ki baat ko nahi maanniya chahiye	2018
11496	5993	hin	sushil modi ji, lalu-yadav and all  yadav family jo ki politics me he in sabhi ne desh ko bus lootne ka kaam kiya or jitna loot sakte the loota. lootne ke saath bihar &amp; uttar pradesh me gunda raaj, jangal raaj ko badava diya. or ab dikhava karte hai ki yeh bhaut imaandaar he.	2018
11495	5993	hin	yeh hai sadakchaap gunde ki asli hakikat. hon'ble supreme court ne kejriwal govt ke favour me kya decesion de diya yeh kejriwal gunda khulle aam lg ko chunnoti devraha raha, kanoon ka majak uda raha hai. kejriwal government ke aane se delhi me crime bada hai or arajkta felhi hai.	2018
11554	5993	hin	yahi hai cong. ka asli chehra. ab baat kar lo arvind kejriwal ki yeh to chata hua gunda hai, congress or baaki sabhi party se bad chadkar hai jo kaam congress, bsp, sp, tmc jaisi politics karti hai yeh in sabse  kadam aage hai logo ko bebkoof banana yehi hai kejriwal ka paisa.	2018
9927	2590	hin	for government roz ki baat hai naya kya hai is mei	2018
12063	4281	hin	isse kehte he padhe likhe anpadh or baat karte he acche din....  khud ki galti bhi government ko blam karna.  bhai pahele rule book padhle. or itna hi mobile me dikhane ka shokh he to uts app me pass nikal ke dikha.	2018
22415	3228	hin	during the time when unemployment in our country has reached the lowest levels, we have bjp taking bribes for government jobs.   ाजपा_का_रोजगार_घोटाला	2021
10518	1597	hin	kash salman ko bol diya hota	2018
11008	5577	hin	virat kohli ne pm ko challange karke politics me sabhi party ke netao ko rajniti karne ka mouka de diya...petrol ki aag aur bhadak gayi...rahul gandhi bhi ish challange me shamil ho gaye...	2018
11107	5577	hin	sc/st कर्मचारियों के लिए बड़ी खबर, प्रमोशन में आरक्षण का रास्ता हुआ साफ    shared from my google feed	2018
11106	5577	hin	कर्नाटक मंत्रिमंडल का कल विस्तार संभव, ऊर्जा मंत्रालय पर फंसा पेच    shared from my google feed	2018
10863	5577	hin	राज कुंद्रा ने दिए पत्नी शिल्पा शेट्टी को ऐसे-ऐेसे गिफ्ट, जानकर यकीनन उड़ जाएंगे होश - amarujala    shared from my google feed	2018
10954	5577	hin	लंबे मजाक के बाद सलमान ने बताया कब आएगा रेस  का ट्रेलर    shared from my google feed	2018
11098	5577	hin	अक्षय कुमार ने पहली बार पहनी ट्रैफ़िक पुलिस की वर्दी, जानिए क्या है वजह    shared from my google feed	2018
11097	5577	hin	श्रीदेवी की बेटियों का video हुआ वायरल, प्यार भरे अंदाज में यह करती दिखीं खुशी कपूर    shared from my google feed	2018
11096	5577	hin	एयरपोर्ट पर रोमांटिक अंदाज में दिखे सोनम और आनंद, देखें तस्वीरें    shared from my google feed	2018
11152	5577	hin	video: रिलीज हुआ `संजू` का नया गाना `कर हर मैदान फतह`, दिल जीत लेंगे रणबीर कपूर    shared from my google feed	2018
11147	5577	hin	box office: तमिलनाडु में रजनी पर्व, दो दिनों में काला ने कर डाली इतनी कमाई    shared from my google feed	2018
10028	4915	hin	double standard...nothing else...she don't know 'p' of politics...kulu ka bail bas ghumte rhao...	2018
10033	4915	hin	aap ko mirchi lg rha h...bjp wale sirf real hindu h or koi nhi...jo khud beef (cow) politics karta ...mummy kahi or yummy kahi...mummy is dying here and there ..no one is caring..mummy ko ghar m rhna chahiye nhi raste m....	2018
12310	4915	hin	north east aur goa main aap kya karte hain srikant bhai . congress toh sirf politics karti hain vote ke lia aap ki bjp parti kya karti hain.	2018
13724	4915	hin	aap abhi opposition main islia kuch bhi thik nahi h sab saazish hain , jaise apko kursi milegi sab thik ho jayega. modi ji itna kuch kar rahe phir bhi opposition walo ko saazish lgta hain.  yeh  toh politics ka character hain.	2019
10846	3121	hin	why have you stopped market driven price increase on petrol and diesel since last seven days? shows that politics is above religion and economic sense.....ab sudhar ney se koi fayda nahi, bjp ki naiya modi hi dubayega.	2018
10445	1968	hin	par beti ko naukari mat karne do agar wo naukari mangne ki zid per ad jaye to usko toilet v mat jane do~ indian government real attitude.	2018
10490	1968	hin	india slipped from  to  rank in global hunger index and yes between  and  security act is on paper only,government suspended the organization that shows the unemployment rate,why?kya chupana chahte ho. jumla propagating everywhere.	2018
14238	3814	hin	now agenda politics has no space now a days .modinomics going to change d trend of indian politics .jay hind.jay bharat .jay namo	2019
6906	3878	hin	"aaj tum ""hera pheri"" ke paresh rawal lag rahe ho. kal bhi uniform theek na hui to salman khan bana dungi"	2016
10901	3878	hin	aai chikni chameli  chat par akeli  pavha chada ke aayi	2018
23936	3878	hin	)  andhadhun  ) badhaai ho  ) namaste england	2022
9968	928	hin	arre topi ka kya hua??! topi sabne phenk di kya??? what is this new politics??? gita, gai, janeyu, puja kit, mandir darshan...	2018
9967	928	hin	congress to offer puja kits in saurashtra  arre topi ka kya hua??! topi sabne phenk di kya??? what is this new politics??? gita, gai, janeyu, puja kit, mandir darshan...	2018
10430	928	hin	don't tell the people modi ne yeh nahi kiya, wo nahi kiya, communal hai, divisive politics khelta hai, modi jawab do.. enough now. people those who have kicked you on your royal corrupt asses want to know what you have done.	2018
10648	928	hin	people do ba, bcom, bsc,  has done b (kejriwal) hons. same syllabus, same chapters. aam aadmi hoon, politics main nahi aana chahta, sare chor hain, sare beimaan hain	2018
10718	928	hin	show it to nidhi saba naqvi barkha rana ayyub shehla rajdeep sagarika ghose shekhar gupta nimn hamid ansari shabnam hashmi john dayal and the deer third front.   please think of something else to topple modi government. semen doesn't work.	2018
11092	928	hin	jihadi zakir naik who enjoyed state patronage by congress government for  years, is seen doing iftar party with india's most wanted terrorist masud azhar in saudi arabia.  modi hataoge  toh yeh wapas aayega	2018
11119	928	hin	'congress will waive farm loans within  days of forming government -rahul gandhi  kisko loot ke doge?	2018
12887	928	hin	feels that sedation law is a colonial law and modi government is misusing it against khalid and kanhaiya. sir have you heard of a man called sanjay gandhi? have you heard the word 'emergency'? have you heard the name vidya charan shukla? nasbandi? the  sikh riots?	2019
15245	928	hin	jitni apni matti paleet ki hai  ne politics mein, izzat ganwayi hai. uss se kahin zyaada hamare joginder singh ne india mein as a cricketer kamai hai. imran should quit politics. not his cup of tea. be a pakistani cricket coach. they need you more badly than politics	2019
15244	928	hin	jitni apni matti paleet ki hai  ne politics mein, izzat ganwayi hai. uss se kahin zyaada hamare joginder singh ne india mein as a cricketer kamai hai. imran should quit politics. not his cup of tea. be a pakistani cricket coach. they need you more badly than politics	2019
15243	928	hin	jitni apni matti paleet ki hai  ne politics mein, izzat ganwayi hai. uss se kahin zyaada hamare joginder singh ne india mein as a cricketer kamai hai. imran should quit politics. not his cup of tea. be a pakistani cricket coach. they need you more badly than politics	2019
15242	928	hin	jitni apni matti paleet ki hai  ne politics mein, izzat ganwayi hai. uss se kahin zyaada hamare joginder singh ne india mein as a cricketer kamai hai. imran should quit politics. not his cup of tea. be a pakistani cricket coach. they need you more badly than politics	2019
15241	928	hin	jitni apni matti paleet ki hai  ne politics mein, izzat ganwayi hai. uss se kahin zyaada hamare joginder singh ne india mein as a cricketer kamai hai. imran should quit politics. not his cup of tea. be a pakistani cricket coach. they need you more badly than politics	2019
15301	928	hin	jitni apni matti paleet ki hai  ne politics mein, izzat ganwayi hai. uss se kahin zyaada hamare joginder singh ne india mein as a cricketer kamai hai. imran should quit politics. not his cup of tea. be a pakistani cricket coach. they need you more badly than politics	2019
15300	928	hin	jitni apni matti paleet ki hai  ne politics mein, izzat ganwayi hai. uss se kahin zyaada hamare joginder singh ne india mein as a cricketer kamai hai. imran should quit politics. not his cup of tea. be a pakistani cricket coach. they need you more badly than politics	2019
15299	928	hin	jitni apni matti paleet ki hai  ne politics mein, izzat ganwayi hai. uss se kahin zyaada hamare joginder singh ne india mein as a cricketer kamai hai. imran should quit politics. not his cup of tea. be a pakistani cricket coach. they need you more badly than politics	2019
15298	928	hin	jitni apni matti paleet ki hai  ne politics mein, izzat ganwayi hai. uss se kahin zyaada hamare joginder singh ne india mein as a cricketer kamai hai. imran should quit politics. not his cup of tea. be a pakistani cricket coach. they need you more badly than politics	2019
15297	928	hin	jitni apni matti paleet ki hai  ne politics mein, izzat ganwayi hai. uss se kahin zyaada hamare joginder singh ne india mein as a cricketer kamai hai. imran should quit politics. not his cup of tea. be a pakistani cricket coach. they need you more badly than politics	2019
10544	928	hin	salman nizami, yes you read it right. salman nizami, youth congress leader asks modi about his parentage. 'beta woh toh bata dega. shuru se hindu tha aaj bhi hindu hai. par aapka kya hoga janab e ali agar ye sawal modi ne palat ke puch liya aap se toh?	2018
10543	928	hin	salman nizami, yes you read it right. salman nizami, youth congress leader asks modi about his parentage. 'beta woh toh bata dega. shuru se hindu tha aaj bhi hindu hai. par aapka kya hoga janab e ali agar ye sawal modi ne palat ke puch liya aap se toh?	2018
10542	928	hin	salman nizami, yes you read it right. salman nizami, youth congress leader asks modi about his parentage. 'beta woh toh bata dega. shuru se hindu tha aaj bhi hindu hai. par aapka kya hoga janab e ali agar ye sawal modi ne palat ke puch liya aap se toh?	2018
10541	928	hin	salman nizami, yes you read it right. salman nizami, youth congress leader asks modi about his parentage. 'beta woh toh bata dega. shuru se hindu tha aaj bhi hindu hai. par aapka kya hoga janab e ali agar ye sawal modi ne palat ke puch liya aap se toh?	2018
10540	928	hin	salman nizami, yes you read it right. salman nizami, youth congress leader asks modi about his parentage. 'beta woh toh bata dega. shuru se hindu tha aaj bhi hindu hai. par aapka kya hoga janab e ali agar ye sawal modi ne palat ke puch liya aap se toh?	2018
10539	928	hin	salman nizami, yes you read it right. salman nizami, youth congress leader asks modi about his parentage. 'beta woh toh bata dega. shuru se hindu tha aaj bhi hindu hai. par aapka kya hoga janab e ali agar ye sawal modi ne palat ke puch liya aap se toh?	2018
10538	928	hin	salman nizami, yes you read it right. salman nizami, youth congress leader asks modi about his parentage. 'beta woh toh bata dega. shuru se hindu tha aaj bhi hindu hai. par aapka kya hoga janab e ali agar ye sawal modi ne palat ke puch liya aap se toh?	2018
10537	928	hin	salman nizami, yes you read it right. salman nizami, youth congress leader asks modi about his parentage. 'beta woh toh bata dega. shuru se hindu tha aaj bhi hindu hai. par aapka kya hoga janab e ali agar ye sawal modi ne palat ke puch liya aap se toh?	2018
10536	928	hin	salman nizami, yes you read it right. salman nizami, youth congress leader asks modi about his parentage. 'beta woh toh bata dega. shuru se hindu tha aaj bhi hindu hai. par aapka kya hoga janab e ali agar ye sawal modi ne palat ke puch liya aap se toh?	2018
10535	928	hin	salman nizami, yes you read it right. salman nizami, youth congress leader asks modi about his parentage. 'beta woh toh bata dega. shuru se hindu tha aaj bhi hindu hai. par aapka kya hoga janab e ali agar ye sawal modi ne palat ke puch liya aap se toh?	2018
10616	928	hin	and salman is a super duper star being a muslim.  that pakistani is not a joke but a tuchiye.. isiliye to pant utarti hai in salon ki	2018
11172	928	hin	bjp needs to be reminded of arrogance called manish tiwari kapil sibal sanjay jha digvijay singh mani shankar  salman khurshid	2018
13681	928	hin	bahut takleef hogi in  secular theatre artists,  secular writers, bollywood rebels, the eternal 'special previlaged' cry babies, mariyam akhtar mir rajdeep sagarika nidhi barkha saba rana shehla john dayal ndtv nimn awards wapsi prakash'edward'raj..   par baccha hai ji	2019
13679	928	hin	so these  secular theatre artists,  secular writers, bollywood rebels, the eternal 'special previlaged' cry babies, mariyam akhtar mir, rajdeep sagarika nidhi barkha saba rana shehla shekhar  john dayal ndtv nimn awards wapsi prakash'edward'raj want azam but remove modi	2019
13678	928	hin	where are  secular theatre artists,  secular writers, bollywood rebels, the eternal 'special previlaged' cry babies? where's mariyam akhtar mir? where's rajdeep sagarika nidhi barkha saba rana shehla shekhar nikhil john dayal ndtv nimn awards wapsi prakash'edward'raj???	2019
13677	928	hin	where are  secular theatre artists,  secular writers, bollywood rebels, the eternal 'special previlaged' cry babies? where's mariyam akhtar mir? where's rajdeep sagarika nidhi barkha saba rana shehla shekhar nikhil john dayal ndtv nimn awards wapsi prakash'edward'raj???	2019
13696	928	hin	and once if narendra modi imports umar sharif and rahat fateh ali khan to campaign for him, navjot singh siddhu, mamata banerjee, mani shankar aiyer, digvijay, salman khurshid ko neeche see 'hai hai mirchein, uff uff mirchein' ho jaayengi jitna pakistan pakistan karte hain.	2019
13750	928	hin	taslima nasrin is not allowed to keep her foot in west bengal because mamata banerjee has put a blanket ban on her. and so has mayawati and owaisi brothers. just want to know where are  secular artists,  writers, bollywood che guevaras, the 'special previlaged' cry babies?	2019
13753	928	hin	india be ready for another influx of imported oppressed suppressed victimized traumatized misguided poor minorities. and if you don't take them then you will be called radical hindu saffron by  artists,  writers, bollywood che guevaras, the  'special previlaged' cry babies?	2019
13817	928	hin	oh rohingyas sentenced for  years in bangladesh? wake up  secular writers,  secular artists, the eternally specially previlaged cry babies, bollywood che guevaras, rajdeep sagarika nidhi barkha shekhar gupta nikhil wagle john dayal ndtv nimn awards wapsi saba rana shehla	2019
13833	928	hin	they are oppressed suppressed victimized traumatized misguided muslim minority youth? modi is vindictive. come on  secular artists  writers bollywood che guevaras rajdeep sagarika nidhi barkha shekhar nimn awards wapsi saba naqvi rana shehla john dayal naseerudin shah	2019
13851	928	hin	a muslim institution in kerala bans burqa in colleges. c'mon  secular artists,  writers, bollywood che guevaras, eternally specially previlaged cry babies, rajdeep sagarika nidhi barkha shekhar nimn award wapsi saba rana shehla shabnam john d  iodex maliye, kaam pe chaliye	2019
13850	928	hin	a muslim institution in kerala bans burqa in colleges. c'mon  secular artists,  writers, bollywood che guevaras, eternally specially previlaged cry babies, rajdeep sagarika nidhi barkha shekhar nimn award wapsi saba rana shehla shabnam john d  iodex maliye, kaam pe chaliye	2019
13885	928	hin	is modi is a butcher for godhra riots? then what is rajiv gandhi for the  riots according to  secular artists &amp; writers, bollywood che guevaras, the eternal 'special previlaged' cry babies, rajdeep sagarika nidhi barkha saba rana shehla shabnam hashmi john dayal ndtv nimn?	2019
